Home Ownership,Annual Income,Years in current job,Tax Liens,Number of Open Accounts,Years of Credit History,Maximum Open Credit,Number of Credit Problems,Months since last delinquent,Bankruptcies,Purpose,Term,Current Loan Amount,Current Credit Balance,Monthly Debt,Credit Score,Credit Default,monthly_debt_to_annual_income,part_of_loan_to_pay,months_to_pay,was_bankrupt,was_problems,is_tax_liens,was_delinquent_in_last_month
Rent,-0.2027334643907894,2 years,-0.1031789807490464,-1.0510336477449835,-0.2564593877612344,-0.024885456846743016,-0.3264900671789613,1.2913556243084963,-0.3273751528441557,debt consolidation,Long Term,-0.3606349270443383,-0.3234017367385893,-0.9982773880368723,-0.23772419707832212,0.0,-1.2031075249016299,0.3187356725901989,0.6167084746262187,0,0,0,0
Rent,-0.7919671443949482,3 years,-0.1031789807490464,-0.4381026477576284,-0.08732625521774559,-0.6786193519245185,-0.3264900671789613,-0.25464376857188964,-0.3273751528441557,buy a car,Long Term,-0.3697656283686222,-0.8727261290522623,-0.6922184846764654,-0.23228594544401998,0.0,-0.05476783091115611,0.5741437261062928,-1.0664935139634126,0,0,0,0
Home Mortgage,-0.7381380121628256,2 years,-0.1031789807490464,0.5834490188879634,-0.46787580344059554,-0.1809420508879621,-0.3264900671789613,1.9980982039109585,-0.3273751528441557,debt consolidation,Short Term,-0.36293822274877036,-0.1363492717502549,0.297633991781343,-0.24996026325550197,1.0,1.9063863783174586,0.15462018782435516,-0.39522135800131736,0,0,0,0
Home Mortgage,0.13995738496556015,10+ years,-0.1031789807490464,1.400690352204437,-1.384013604717827,0.3740288321215833,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.3648614162375799,0.2668830493681496,-0.08263637723784241,-0.2363646341697466,0.0,-0.33414326730572647,-0.22556225724604634,0.2421169322681174,0,0,0,1
Home Mortgage,-0.2027334643907894,5 years,-0.1031789807490464,-0.4381026477576284,1.2234555219942935,0.5285405298846401,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Long Term,-0.35875091226491473,1.7659765727585386,2.312669688028816,-0.23772419707832212,1.0,3.257776454612446,-0.4923096888045162,0.08314089590497781,0,0,0,1
Home Mortgage,-0.2027334643907894,10+ years,-0.1031789807490464,-0.4381026477576284,0.7865282629236137,-0.41453036814609573,-0.3264900671789613,0.5846130447060341,-0.3273751528441557,other,Short Term,-0.371136195851355,-0.4506634046762122,-0.7335503829761724,-0.23772419707832212,0.0,-0.8464372342900174,-0.6401318992596478,-0.19406668165535404,0,0,0,0
Rent,-0.5097511508073662,9 years,-0.1031789807490464,-0.6424129810867467,0.7019616966518696,-0.021221845672815372,-0.3264900671789613,-0.1663009461215819,-0.3273751528441557,debt consolidation,Short Term,-0.36170443707599936,-0.10335339897250737,0.6571961499959716,-0.26219632943268184,0.0,1.7844309033576644,0.18302831204832049,-0.4795468898178551,0,0,0,0
Rent,-0.2027334643907894,2 years,-0.1031789807490464,-0.23379231442851003,-1.031652911918892,-0.3714056920385378,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.361908578772274,-0.17344118390730906,-0.40272614995970396,-0.23772419707832212,1.0,-0.4007132504286343,0.21220831351625793,-0.03890238907271097,0,0,0,1
Home Mortgage,-0.022684721550483435,5 years,-0.1031789807490464,0.1748283522297267,-0.6370089359840844,-0.054701955015274625,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.3689641831906551,0.16300293955406855,-0.2479639704366703,-0.2268476938097178,0.0,-0.37852103379215,-0.8632841917050432,0.2741862438085528,0,0,0,1
Rent,3.3244013846911655,< 1 year,-0.1031789807490464,1.8093110188626735,-1.384013604717827,0.9043034446273633,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.35381302019071603,1.8569996700764628,4.10676145348808,-0.24656135598406312,0.0,0.34243593466063293,-0.2475255734795608,-0.2545906183880051,0,0,0,1
Home Mortgage,0.10074638768465297,10+ years,-0.1031789807490464,-0.4381026477576284,0.6596784135159972,-0.06264713587439481,-0.3264900671789613,0.18707034367964917,-0.3273751528441557,debt consolidation,Short Term,-0.3700302564934227,0.3403842004523735,0.1631574065158342,-0.23704441562403436,0.0,-0.023608888891112716,-1.6828629981025813,0.126316590805927,0,0,0,0
Rent,-0.4613516115571237,2 years,-0.1031789807490464,-0.029481981099391662,-0.6792922191199566,-0.2462690935073948,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.3598424173614943,-0.09260129560182756,-0.004874932583996982,-0.2316061639897322,0.0,0.564272200048243,0.23300929491315556,-0.2158468819573613,0,0,0,1
Rent,-0.2027334643907894,7 years,-0.1031789807490464,-0.029481981099391662,0.307317720717062,-0.011820048322856479,-0.3264900671789613,0.6729558671563419,-0.3273751528441557,debt consolidation,Short Term,-0.3639396855483399,-0.0614258847704385,0.12917903613448,-0.23772419707832212,0.0,0.3159298334854392,0.06173501030439737,-0.2525995128754846,0,0,0,0
Home Mortgage,-0.6271384597097313,< 1 year,-0.1031789807490464,-0.029481981099391662,1.0543223894508047,-0.38363244258285056,-0.3264900671789613,0.6729558671563419,-0.3273751528441557,debt consolidation,Short Term,-0.36301932955065724,-0.6210472649682017,0.016002324839372386,-0.23228594544401998,0.0,0.9857320514445751,0.4296122145950141,-0.7957287604091289,0,0,0,0
Rent,-0.41047067460927983,4 years,-0.1031789807490464,1.8093110188626735,0.5751118472442526,0.08734022278832969,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.36263991468081347,0.4303832879254711,0.7465372880384876,-0.24384223016691206,0.0,1.640146755485754,-0.14720414227773337,-0.1110878597768051,0,0,0,1
Home Mortgage,0.25235733017868694,8 years,-0.1031789807490464,0.1748283522297267,-0.9329919179351902,0.258117471365752,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,2.7511385336896237,0.5543453685853192,0.5523872463320931,-0.2316061639897322,0.0,0.23149497656929813,0.5714836504061556,0.07655425213962178,0,0,0,1
Home Mortgage,-0.2027334643907894,6 years,-0.1031789807490464,-0.6424129810867467,0.10999573274965843,-0.2327181461532287,-0.3264900671789613,-0.3429865910221974,-0.3273751528441557,debt consolidation,Short Term,-0.34885794447204976,0.2192097021478868,0.8998625713016132,-0.23772419707832212,0.0,1.3542822312493865,0.31247773105794824,-0.316078864367403,0,0,0,0
Home Mortgage,0.4720470154455241,10+ years,-0.1031789807490464,0.7877593522170818,0.15227901588553028,0.32315760467638316,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,other,Short Term,-0.3662883460741663,1.3299190471698579,0.3939905645045862,-0.26015698506981855,1.0,-0.13451541097589217,-1.292480888576651,0.8417370476194723,0,0,0,1
Rent,-0.2027334643907894,3 years,-0.1031789807490464,-0.8467233144158651,-1.31354146615804,-0.45774332404097723,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.37077877604642967,-0.5453843153226772,-1.2663853254738262,-0.23772419707832212,1.0,-1.5643329916385504,-0.22628713354279684,0.8945415691231414,0,0,0,1
Rent,0.8740088741628941,10+ years,-0.1031789807490464,0.9920696855462001,-0.6088200805601697,-0.14556392611804636,-0.3264900671789613,1.6888983253348813,-0.3273751528441557,debt consolidation,Short Term,-0.3665344158629418,-0.3848992168640119,-0.17113228218629475,-0.23568485271545883,0.0,-0.8599493763214154,0.14538368864604292,-0.4702951404607183,0,0,0,0
Home Mortgage,0.24228432962406796,< 1 year,-0.1031789807490464,1.6050006855335552,-0.32693152632102146,-0.3136265712352693,-0.3264900671789613,-0.29881517979704353,-0.3273751528441557,debt consolidation,Short Term,-0.36754687619497056,-0.22168342548580894,-0.44946754006141754,-0.23024660108115666,0.0,-0.8000810107994544,-0.10127406931259969,-0.06905339603571285,0,0,0,0
Home Mortgage,-0.2027334643907894,1 year,-0.1031789807490464,0.5834490188879634,0.29322329300510436,1.8064125213399684,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.3555471935903824,2.9450670196406,3.606552508421278,-0.23772419707832212,1.0,5.001042357767799,-0.6881897476243785,0.1792469890483146,0,0,0,1
Home Mortgage,-0.2027334643907894,3 years,3.1827758201759986,-0.029481981099391662,0.8006226906355713,-0.16630967613908243,1.6169031898386654,0.5846130447060341,-0.3273751528441557,debt consolidation,Long Term,-0.36023626649269086,0.4029625798584464,0.16713000205793282,-0.23772419707832212,1.0,0.3670616854920208,-0.0006911956908667715,0.18494092107641813,0,1,1,0
Rent,-1.1396330732935183,3 years,-0.1031789807490464,0.37913868555884506,1.9563657630160793,-0.2168057144881574,1.6169031898386654,1.2471842130833424,2.534295763625736,debt consolidation,Short Term,-0.3687236121681092,-0.2739648170077917,-0.5927345495051871,-0.2615165479783941,0.0,1.4403609821623158,-0.21178481999789864,-0.011440995634383649,1,1,0,0
Rent,0.22346501639275534,3 years,-0.1031789807490464,-1.0510336477449835,-0.17189282148948976,-0.5371951326321791,-0.3264900671789613,0.6729558671563419,-0.3273751528441557,debt consolidation,Long Term,-0.36299664713996005,-0.813674894667259,0.342093252529085,-0.25199960761836526,0.0,0.04290524024640895,0.5403080790588273,-1.0139299533502488,0,0,0,0
Home Mortgage,0.21029641078964367,< 1 year,-0.1031789807490464,-0.029481981099391662,-0.4537813757286382,0.18561769602628028,-0.3264900671789613,-0.4313294134725052,-0.3273751528441557,debt consolidation,Long Term,2.7511385336896237,-0.015060994574120818,0.05674255997323488,-0.24112310434976097,0.0,-0.2454494902099085,0.5725450296241215,-0.16722637116775052,0,0,0,0
Own Home,-0.2027334643907894,5 years,-0.1031789807490464,-0.6424129810867467,-1.1866916167504233,-0.3351226994485556,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.3669454486386059,-0.18743598511993992,-0.8073392320879192,-0.23772419707832212,0.0,-0.9458539532248634,-0.06800490563573751,0.4913360131128187,0,0,0,1
Rent,-0.5074171628739789,7 years,-0.1031789807490464,-0.029481981099391662,2.8725035642933108,-0.4422943612593546,-0.3264900671789613,2.7490121947385746,-0.3273751528441557,debt consolidation,Short Term,-0.3688562699033988,-0.39695977725863685,-0.2587829540406836,-0.2424826672583365,1.0,0.2314988881302018,-0.06958996423043909,-0.44547503836120583,0,0,0,0
Rent,-0.7664898234799729,4 years,-0.1031789807490464,-0.6424129810867467,-0.35512038174493615,-0.4567281064867563,-0.3264900671789613,1.468041269209112,-0.3273751528441557,debt consolidation,Short Term,2.7511385336896237,-0.440935311150359,-0.7780096437239145,-0.2316061639897322,0.0,-0.28987672295812494,0.5733388636560619,-0.12236200409794204,0,0,0,0
Rent,1.238823472298352,10+ years,-0.1031789807490464,-0.6424129810867467,-0.045042972081873266,0.20543650828041898,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Long Term,-0.3490648355514392,1.0756801584737306,0.9622407736435022,-0.2900673690584804,0.0,-0.2121437281444663,0.10322849136820579,0.2392303319102629,0,0,0,1
Home Mortgage,-0.3368886339724897,10+ years,-0.1031789807490464,1.1963800188753184,-0.21417610462536207,-0.25361838580208096,-0.3264900671789613,1.379698446758804,-0.3273751528441557,debt consolidation,Short Term,-0.3640530976018258,-0.15188008773012573,-0.5343289427053967,-0.2472411374383509,1.0,-0.4451051730389795,0.11319542567074772,0.13042878207767838,0,0,0,0
Rent,-0.2027334643907894,10+ years,-0.1031789807490464,0.1748283522297267,-0.7356699299677864,-0.028306298605530876,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.36388675992337977,0.3124514874629355,0.8815210131604345,-0.23772419707832212,0.0,1.329570400769591,-0.17012999769717901,-0.24584871319972412,0,0,0,1
Home Mortgage,-0.7322416215942682,2 years,-0.1031789807490464,-0.029481981099391662,0.18046787130944547,-0.36566750586250657,1.6169031898386654,-0.6963578808234285,2.534295763625736,debt consolidation,Short Term,-0.36457616773941837,-0.2661140748641207,0.11092200130270762,-0.24180288580404874,0.0,1.4960469399435348,0.16260666771028826,-0.45124108389409584,1,1,0,1
Rent,-0.2027334643907894,2 years,-0.1031789807490464,0.37913868555884506,-0.4537813757286382,0.4736967120098799,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.36368742964755607,0.7341728752240434,1.1140446373373136,-0.23772419707832212,0.0,1.6428526387876452,-0.4137310910867536,-0.05106014172423495,0,0,0,1
Home Mortgage,0.1454852511235828,10+ years,-0.1031789807490464,-0.8467233144158651,0.7301505520757843,0.24809771550452822,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,2.7511385336896237,0.949897615867524,1.2688913401697535,-0.2295668196268689,0.0,1.1410246015936498,0.5707463370179533,0.021927517398284545,0,0,0,1
Rent,-0.48198897854707484,< 1 year,-0.1031789807490464,0.37913868555884506,1.646288353353016,0.4353170744709632,-0.3264900671789613,-0.25464376857188964,-0.3273751528441557,debt consolidation,Short Term,-0.3596478985061215,-0.27550083177503165,-0.7283099377929785,-0.2452017930754876,1.0,-0.589347759086385,0.316747395650421,0.1601027852694479,0,0,0,0
Rent,-0.7340105387648355,1 year,-0.1031789807490464,0.5834490188879634,-1.2148804721743383,-0.5574994837165974,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.37110389059975596,-0.6872665682669916,-0.07359238313136256,-0.2295668196268689,0.0,1.118894956585361,0.04895763447844176,-0.8548378712233449,0,0,0,1
Rent,2.9296380361262426,10+ years,-0.1031789807490464,0.37913868555884506,0.307317720717062,0.05094688046419303,-0.3264900671789613,1.9539267926858046,-0.3273751528441557,debt consolidation,Short Term,-0.3584924702521226,-0.0677975015826932,0.26407823794702057,-0.23024660108115666,0.0,-1.1483321947393932,0.2545571441632863,-0.31913585383250115,0,0,0,0
Home Mortgage,0.3256936878751205,10+ years,-0.1031789807490464,1.6050006855335552,0.307317720717062,0.705585643362035,-0.3264900671789613,2.4398123161624974,-0.3273751528441557,debt consolidation,Short Term,-0.36759292836214363,1.1289286704047161,1.2973756954396947,-0.2363646341697466,0.0,0.8970377728468818,-1.519629981411181,0.11686993577821443,0,0,0,0
Home Mortgage,-0.22864073045138877,3 years,-0.1031789807490464,1.1963800188753184,0.6173951303801248,-0.004294196453523187,1.6169031898386654,-0.6963578808234285,2.534295763625736,debt consolidation,Short Term,-0.35792266060157824,0.07630343935874567,0.8803376868287455,-0.24452201162119983,1.0,1.385015964900599,0.2114339854198821,-0.40904282537494957,1,1,0,1
Home Mortgage,1.032474370692876,8 years,-0.1031789807490464,1.400690352204437,0.7442449797877418,0.4564821534817861,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Long Term,-0.3584910955605652,1.078865966879858,0.951421790039489,-0.2669547996126962,1.0,-0.09016126379177881,-0.20063825781684996,0.24702855912329186,0,0,0,1
Rent,-1.0167424665271663,3 years,-0.1031789807490464,-0.029481981099391662,0.9979446786029749,0.4490004415061146,-0.3264900671789613,1.6005555028845735,-0.3273751528441557,debt consolidation,Short Term,-0.3647995551174967,-0.09954180677231929,-0.4721197869823203,-0.23228594544401998,1.0,1.1964063448013964,0.03558606726556552,0.14303740099245355,0,0,0,0
Rent,-1.1975405423355596,2 years,-0.1031789807490464,0.1748283522297267,-0.6792922191199566,-0.33604963721545295,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.3679647824284217,-0.15836548341402784,-0.857715124494106,-0.2384039785326099,0.0,0.7750264495228029,-0.22657273035410055,0.6760878232481023,0,0,0,1
Rent,-1.1136889547918654,1 year,-0.1031789807490464,-0.6424129810867467,-1.5390523095493587,-0.13662559765153615,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.3698006830033361,-0.6114898397498196,-1.1252313987652156,-0.23092638253544442,1.0,-0.5117931089144583,0.12132134137523522,-0.025138791479883234,0,0,0,1
Rent,-0.2027334643907894,3 years,9.754685422026087,-0.8467233144158651,-1.4122024601417418,-0.618655306384992,5.503689703873919,-0.6963578808234285,-0.3273751528441557,business loan,Short Term,-0.37092174396839983,-0.7714629332860715,-0.5866488712279296,-0.23772419707832212,1.0,-0.6485148316453868,0.3107172337238693,-0.8891924356222912,0,1,1,1
Rent,-0.6022016412635403,10+ years,-0.1031789807490464,-0.029481981099391662,1.2234555219942935,-0.463569790004332,-0.3264900671789613,-0.29881517979704353,-0.3273751528441557,debt consolidation,Long Term,-0.36071740853778256,-0.7053005194231053,-0.18431791845368592,-0.24452201162119983,1.0,0.5531994470592613,0.495783277059597,-0.8598942407206152,0,0,0,0
Home Mortgage,1.5155607363159826,8 years,-0.1031789807490464,-0.029481981099391662,1.4348719376736547,1.044889005940129,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Long Term,-0.3489253043583626,2.8279885607154203,2.7666443828503415,3.894667263537029,1.0,0.7772487515992242,-0.3151417341075651,0.3761589762943262,0,0,0,1
Rent,-0.2027334643907894,9 years,-0.1031789807490464,0.37913868555884506,0.5892062749562101,-0.1523614697419603,-0.3264900671789613,1.6005555028845735,-0.3273751528441557,debt consolidation,Short Term,-0.36630278033551905,-0.15375743911230794,0.23246652022904427,-0.23772419707832212,0.0,0.4550904641135969,-0.03642644612943226,-0.38708949156148653,0,0,0,0
Home Mortgage,-0.14604212590351287,9 years,-0.1031789807490464,-0.029481981099391662,-0.32693152632102146,-0.35121169068827396,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.36528069716258843,-0.22708792188906068,-0.2829566205309007,-0.2384039785326099,0.0,-0.30092310825544494,0.09696769128449888,-0.20762531832154665,0,0,0,1
Home Mortgage,-0.2027334643907894,10+ years,-0.1031789807490464,0.5834490188879634,0.307317720717062,0.4071558223147483,-0.3264900671789613,2.0864410263612663,-0.3273751528441557,debt consolidation,Long Term,-0.3542158048170357,1.318768717748412,0.6525473679786222,-0.23772419707832212,0.0,1.02107109768311,-0.09953883270356866,0.6089089815116249,0,0,0,0
Rent,-0.7337648558244788,3 years,-0.1031789807490464,0.9920696855462001,0.053618021901828496,-0.4413012136519646,1.6169031898386654,-0.6963578808234285,2.534295763625736,debt consolidation,Short Term,-0.3692934218186536,-0.4952647223619951,-0.2761947557783924,-0.2316061639897322,0.0,0.6972943512447205,0.005685697316386127,-0.5670423937897797,1,1,0,1
Own Home,1.278624108636115,10+ years,-0.1031789807490464,0.37913868555884506,1.928176907592164,0.3593523174790418,-0.3264900671789613,0.18707034367964917,-0.3273751528441557,debt consolidation,Short Term,-0.35571696799772196,1.0082092875868192,1.46878896691578,-0.27783130288130053,0.0,0.10950369171116286,-0.053830861569702404,-0.017700898107267733,0,0,0,0
Home Mortgage,1.6515216755093036,< 1 year,-0.1031789807490464,-0.029481981099391662,0.5187341363964231,1.1931549087500442,-0.3264900671789613,0.5846130447060341,-0.3273751528441557,debt consolidation,Short Term,2.7511385336896237,3.2863467451469925,2.7062102166247985,-0.2363646341697466,0.0,0.6308136707142362,0.5663911722180874,0.5778782906847505,0,0,0,0
Home Mortgage,-0.2027334643907894,10+ years,-0.1031789807490464,-0.029481981099391662,3.9718689258259885,0.25862508014286245,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Long Term,-0.3511942327738595,0.8812320668283148,0.06798416012427992,-0.23772419707832212,0.0,0.23348114561736502,0.10913058698805018,0.75974189878817,0,0,0,1
Home Mortgage,0.3663296462100957,3 years,-0.1031789807490464,-0.029481981099391662,0.5751118472442526,0.04227339135965349,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.3609071159727045,0.4875002814924686,0.455354487133599,-0.2594772036155307,0.0,0.017421164827821897,-0.07234136968758952,0.07580750640170912,0,0,0,1
Home Mortgage,0.12799262577019563,< 1 year,-0.1031789807490464,-0.029481981099391662,-1.863224146924379,-0.34101537525240305,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.36766303763157127,-0.662121437632915,-0.9109648094201088,-0.2452017930754876,0.0,-1.2393454324526179,0.35103722776662877,-0.5097481853266582,0,0,0,1
Own Home,-0.9823468548772476,3 years,-0.1031789807490464,-1.0510336477449835,-0.9611807733591049,-0.4153910960725004,-0.3264900671789613,1.1146699794078807,-0.3273751528441557,debt consolidation,Short Term,-0.3683833760076515,-0.6149032058992417,-1.3398360813479475,-0.24452201162119983,0.0,-1.3657942316361509,0.2598307563912289,1.025468607821559,0,0,0,0
Home Mortgage,-0.2027334643907894,< 1 year,-0.1031789807490464,-0.4381026477576284,-1.0598417673428067,0.3597716464688287,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.36264472610126436,-0.14198132589680149,-0.9758787110441886,-0.23772419707832212,0.0,-1.172929483071465,0.1694483248249315,1.084803143824414,0,0,0,1
Rent,-0.8475651937976381,3 years,-0.1031789807490464,-0.8467233144158651,-0.2564593877612344,-0.31872472895320475,1.6169031898386654,-0.6963578808234285,2.534295763625736,debt consolidation,Short Term,-0.3662340457576488,-0.6176338988187795,-1.275175749652087,-0.23228594544401998,0.0,-1.3035536448675809,0.3596613803800725,0.5111138484170396,1,1,0,1
Own Home,-0.2027334643907894,< 1 year,-0.1031789807490464,-0.23379231442851003,0.6878672689399119,-0.012857335823908283,-0.3264900671789613,-0.5638436471479669,-0.3273751528441557,debt consolidation,Short Term,-0.36970857866898993,-0.2188958431304475,0.10424465985960567,-0.23772419707832212,1.0,0.2823354095612929,-0.528953782477292,-0.4006687994455104,0,0,0,0
Home Mortgage,-0.5923006187671709,10+ years,-0.1031789807490464,0.9920696855462001,-0.46787580344059554,-0.3858394372659395,1.6169031898386654,-0.6963578808234285,2.534295763625736,debt consolidation,Long Term,-0.36511710886725723,-0.2893818541160151,-1.068009118297114,-0.27103348833842283,0.0,-1.0729040555319895,0.15177629258102004,0.98111936682722,1,1,0,1
Rent,-0.2027334643907894,10+ years,-0.1031789807490464,0.37913868555884506,-0.7356699299677864,0.10351749381537163,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.36348878671751106,0.0788634639708123,0.13940635657264883,-0.23772419707832212,1.0,0.32970924126449547,0.0011494293923900653,-0.11765078111391736,0,0,0,1
Home Mortgage,-0.2027334643907894,3 years,-0.1031789807490464,0.7877593522170818,-0.21417610462536207,0.3382313783618806,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.36906041159967345,-0.44548646601625524,-1.208486858530474,-0.23772419707832212,0.0,-1.486325600492652,-0.03271373299770767,1.0553501069055813,0,0,0,1
Rent,-0.5007837234843517,< 1 year,-0.1031789807490464,-0.6424129810867467,1.3643997991138677,-0.3630411821896307,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.3663715149133893,-0.3220363902788204,-0.8266950699419742,-0.25539851488980414,1.0,-0.7335044137740779,0.10174631494479988,0.21899218717842628,0,0,0,1
Home Mortgage,0.6370968147770619,10+ years,-0.1031789807490464,-0.4381026477576284,-0.18598724920144735,-0.34560592419322805,-0.3264900671789613,-0.29881517979704353,-0.3273751528441557,debt consolidation,Short Term,-0.349425692085258,-0.07610335921295379,1.2705818063578806,-0.2594772036155307,0.0,0.49774614719895854,0.3786786654018286,-0.5910576023005842,0,0,0,0
Rent,-0.2027334643907894,4 years,-0.1031789807490464,0.1748283522297267,-0.2564593877612344,0.15288796487607126,-0.3264900671789613,-0.07795812367127412,-0.3273751528441557,debt consolidation,Short Term,-0.3553437392398865,0.8934064060945872,6.582111092762554,-0.23772419707832212,0.0,9.010052865651327,-0.0031503719121934544,-0.7011471249041221,0,0,0,0
Home Mortgage,-0.5910722040653881,3 years,-0.1031789807490464,-0.4381026477576284,-0.1296095383536179,-0.2944477874392264,1.6169031898386654,-0.6963578808234285,2.534295763625736,debt consolidation,Short Term,-0.36749738729890397,-0.5478874504989201,-0.17679534391652044,-0.2452017930754876,0.0,0.542106082275082,0.24008808437988133,-0.6678507415574884,1,1,0,1
Home Mortgage,-0.2027334643907894,3 years,-0.1031789807490464,-1.2553439810741018,0.18046787130944547,-0.27323856853474165,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,buy a car,Short Term,-0.3676905314627194,-0.6856736640639279,-0.7578930960852023,-0.23772419707832212,0.0,-0.8792345023922346,0.3749915393627395,-0.6679196367051654,0,0,0,1
Rent,1.3535819737389017,10+ years,-0.1031789807490464,-0.6424129810867467,0.32141214842901955,-0.26619825549568793,-0.3264900671789613,2.7931836059637285,-0.3273751528441557,debt consolidation,Short Term,-0.3706715501049521,-0.04350571248597215,2.062311645567196,-0.2961854021470703,0.0,0.45333342676199057,-1.3661480377634758,-0.6801582473453027,0,0,0,0
Rent,-1.0429076996751399,3 years,-0.1031789807490464,-0.23379231442851003,-1.651807731245018,-0.3957929832866706,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,business loan,Short Term,-0.36974638268681853,-0.5723499079031122,-1.170535892607021,-0.2540389519812286,0.0,-0.8001225010447753,0.06175806473666429,0.2749444573658673,0,0,0,1
Home Mortgage,0.707607818659395,8 years,-0.1031789807490464,-0.23379231442851003,-0.35512038174493615,0.27639138734172847,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.35961009448829284,0.38026369496478907,0.893354276477324,-0.2295668196268689,1.0,0.1095046870730258,0.03562802497014667,-0.20310078373075635,0,0,0,1
Home Mortgage,0.4085134070693173,3 years,-0.1031789807490464,-0.8467233144158651,0.6033007026681677,-0.5455375725342553,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,2.7511385336896237,-0.5389558090745987,0.01380471879480719,-0.23092638253544442,0.0,-0.44512067961260443,0.5735215748552382,-0.7069063997862657,0,0,0,1
Rent,-0.2027334643907894,5 years,-0.1031789807490464,2.422242018850029,0.4623564255485937,-0.1630212540612799,-0.3264900671789613,1.2913556243084963,-0.3273751528441557,other,Short Term,-0.36880953039044706,-0.12445937966310106,0.8042667083630272,-0.23772419707832212,0.0,1.2254846263063044,-0.42741937337315195,-0.5313531780013245,0,0,0,0
Home Mortgage,0.037974396423551555,< 1 year,-0.1031789807490464,-1.868274981061457,-1.3276358938699975,-0.559971317761657,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,-0.3698027450406722,-0.6329940464911793,-1.4525901760960236,-0.22752747526400557,0.0,-1.8327008331258878,0.1583411567762205,3.1996661881246578,0,0,0,1
Home Mortgage,-0.24932723402941126,10+ years,-0.1031789807490464,-0.029481981099391662,2.22415988954327,0.4473451954937979,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Short Term,2.7511385336896237,0.6858737442097198,-0.19868688105276605,-0.2268476938097178,0.0,-0.06801893968091419,0.5712384801841617,0.8772771614458433,0,0,0,1
Home Mortgage,0.596804812558586,5 years,-0.1031789807490464,0.1748283522297267,-0.5665367974242973,-0.479747061031374,-0.3264900671789613,-0.4313294134725052,-0.3273751528441557,home improvements,Long Term,-0.3588691357388516,-0.47336228956986953,0.3410789728162088,-0.25879742216124296,0.0,-0.27874781218802114,0.4114023248775179,-0.7108148898562573,0,0,0,0
Home Mortgage,0.5661927181901584,6 years,-0.1031789807490464,-0.4381026477576284,-0.6088200805601697,0.01371488016048258,-0.3264900671789613,-0.6963578808234285,-0.3273751528441557,debt consolidation,Long Term,-0.35412095109957475,0.685247960415659,0.7011482708872756,-0.2649154552498329,0.0,0.0651263624175417,0.0975963966394103,0.09883312852812709,0,0,0,1
